Site_Name,Date,Commodity,Production_Tons,Operational_Cost_AUD,Safety_Incidents,Equipment_Uptime_Pct,Revenue_AUD
Kalgoorlie Gold,2025-09-17,Gold,39851.85,164285.34,0,85.59,5649707.4
Olympic Dam,2026-02-16,Coal,11049.5,491306.19,0,85.16,1566462.84
Greenbushes Lithium,2025-04-12,Gold,26047.43,163408.09,0,91.41,3692685.74
Kalgoorlie Gold,2025-08-11,Iron Ore,32265.36,294987.13,0,86.85,4574187.73
Pilbara Iron,2025-02-28,Lithium,24275.83,245648.42,0,94.3,3441529.98
Olympic Dam,2025-09-04,Lithium,6219.8,355754.57,0,88.0,881767.1
Hunter Coal,2025-05-08,Coal,40257.57,151614.56,0,91.06,5707225.42
Olympic Dam,2025-10-10,Coal,5473.1,272126.57,0,87.77,775909.11
Hunter Coal,2025-11-21,Lithium,39285.05,209882.01,0,92.68,5569353.44
Olympic Dam,2025-01-25,Coal,45198.7,455100.61,0,86.62,6407718.34
Olympic Dam,2025-05-11,Gold,24477.8,116234.28,0,85.32,3470162.81
Olympic Dam,2025-12-19,Copper,29099.41,465491.0,0,85.72,4125358.1
Hunter Coal,2025-07-15,Copper,26464.25,433197.66,0,98.36,3751777.37
Hunter Coal,2025-10-08,Gold,22514.39,219028.29,0,86.99,3191814.58
Olympic Dam,2026-02-08,Copper,44934.1,415716.26,0,94.92,6370206.59
Kalgoorlie Gold,2026-02-22,Iron Ore,45227.01,112485.42,0,85.95,6411731.78
Greenbushes Lithium,2025-06-03,Gold,20111.74,486746.22,0,86.51,2851196.28
Greenbushes Lithium,2026-01-17,Coal,32678.14,310637.98,0,92.12,4632706.62
Greenbushes Lithium,2025-05-13,Gold,46710.84,221312.41,0,91.51,6622091.03
Hunter Coal,2025-08-15,Lithium,48292.63,245033.29,0,98.32,6846337.86
Hunter Coal,2025-07-08,Coal,27903.16,126562.14,0,98.23,3955768.42
Kalgoorlie Gold,2025-09-22,Lithium,25377.12,495739.81,0,95.91,3597657.39
Greenbushes Lithium,2026-01-07,Coal,17541.24,115716.78,0,93.43,2486782.26
Greenbushes Lithium,2026-03-10,Copper,48149.23,361962.85,0,91.37,6826008.36
Olympic Dam,2025-05-14,Gold,11426.64,277094.37,0,89.99,1619929.13
Hunter Coal,2025-07-30,Iron Ore,31092.33,479566.49,0,98.26,4407889.9
Greenbushes Lithium,2025-03-01,Coal,17714.76,198399.9,0,93.44,2511381.8
Kalgoorlie Gold,2026-03-04,Coal,17555.37,312834.73,0,93.11,2488785.44
Kalgoorlie Gold,2026-01-12,Lithium,23223.59,292942.48,0,88.25,3292356.27
Greenbushes Lithium,2026-01-30,Copper,49945.68,381146.58,0,85.65,7080687.05
Hunter Coal,2026-03-26,Lithium,7473.48,127204.09,0,98.23,1059498.5
Kalgoorlie Gold,2026-03-07,Lithium,31034.38,177515.65,0,89.39,4399674.46
Olympic Dam,2025-12-30,Copper,8715.75,185825.93,0,91.2,1235612.33
Kalgoorlie Gold,2025-12-30,Iron Ore,11953.44,395260.3,0,86.6,1694612.38
Pilbara Iron,2025-08-01,Lithium,24780.33,175655.48,0,96.72,3513051.81
Pilbara Iron,2025-08-04,Lithium,27970.71,329396.71,0,85.39,3965344.83
Hunter Coal,2025-08-14,Coal,16645.66,186097.53,0,96.68,2359817.89
Greenbushes Lithium,2025-05-11,Copper,19240.57,444649.98,0,86.96,2727692.46
Hunter Coal,2025-03-17,Gold,8913.52,476874.18,0,97.41,1263649.74
Hunter Coal,2025-10-13,Iron Ore,18644.89,307397.19,0,95.22,2643244.24
Hunter Coal,2025-10-04,Iron Ore,48495.13,240923.55,0,87.31,6875045.83
Hunter Coal,2025-06-05,Copper,47511.83,193623.11,0,92.92,6735645.59
Olympic Dam,2025-09-05,Coal,20069.52,119912.4,0,89.38,2845210.84
Olympic Dam,2025-08-06,Coal,30688.43,207400.03,1,87.5,4350629.9
Kalgoorlie Gold,2025-07-09,Copper,45931.79,361694.31,0,97.03,6511646.86
Pilbara Iron,2026-02-21,Coal,5278.27,313446.77,0,90.65,748288.5
Hunter Coal,2025-06-12,Iron Ore,41480.76,477616.51,0,90.58,5880634.32
Kalgoorlie Gold,2025-06-29,Iron Ore,47676.63,258510.9,0,87.38,6759008.92
Pilbara Iron,2025-02-03,Gold,9109.66,377545.34,0,90.36,1291456.07
Greenbushes Lithium,2025-02-10,Copper,12265.15,295729.1,0,97.2,1738802.81
Olympic Dam,2025-11-03,Lithium,48233.58,305030.49,0,90.08,6837966.47
Pilbara Iron,2026-03-07,Lithium,29189.31,207109.73,2,98.32,4138103.02
Greenbushes Lithium,2025-12-04,Gold,5638.85,281980.31,0,98.25,799407.12
Pilbara Iron,2025-11-10,Gold,16593.44,288314.0,0,87.03,2352414.78
Olympic Dam,2025-03-16,Coal,25247.47,382657.01,0,87.48,3579277.2
Olympic Dam,2026-03-17,Gold,36180.9,476256.0,0,97.08,5129285.05
Kalgoorlie Gold,2025-10-06,Gold,37992.22,231728.51,0,90.5,5386071.83
Hunter Coal,2025-06-25,Lithium,49793.97,116880.19,0,85.06,7059179.46
Pilbara Iron,2026-01-19,Coal,17938.0,298518.05,0,88.83,2543030.03
Pilbara Iron,2025-05-30,Gold,29219.9,317784.53,0,93.37,4142439.7
Greenbushes Lithium,2025-09-30,Gold,28999.56,167376.22,0,96.19,4111202.59
Olympic Dam,2025-11-21,Coal,23254.04,404185.84,0,86.87,3296673.1
Pilbara Iron,2025-04-18,Copper,12612.29,493971.64,0,86.55,1788016.07
Olympic Dam,2025-05-19,Coal,48985.55,478309.89,0,97.91,6944571.57
Pilbara Iron,2025-12-16,Lithium,43399.27,178842.42,0,95.52,6152617.18
Kalgoorlie Gold,2025-09-28,Copper,27424.99,450145.3,0,93.26,3887979.33
Hunter Coal,2025-12-13,Iron Ore,32146.04,381797.45,0,95.77,4557272.0
Pilbara Iron,2026-02-23,Coal,15226.75,281538.63,0,91.0,2158662.2
Olympic Dam,2025-10-16,Lithium,29470.42,316244.4,0,95.62,4177955.35
Kalgoorlie Gold,2025-07-31,Copper,36273.66,439840.07,0,90.21,5142435.43
Pilbara Iron,2026-01-16,Coal,28182.52,292053.98,0,88.42,3995372.66
Greenbushes Lithium,2025-09-29,Gold,49562.83,249282.95,0,95.21,7026411.26
Hunter Coal,2026-02-22,Coal,32510.37,297299.0,0,90.88,4608922.25
Pilbara Iron,2025-03-07,Iron Ore,21693.82,331651.92,0,98.74,3075484.21
Kalgoorlie Gold,2026-02-28,Coal,39746.84,175631.06,0,89.89,5634820.37
Greenbushes Lithium,2025-09-05,Copper,12670.81,460363.09,0,97.9,1796312.32
Kalgoorlie Gold,2025-06-05,Copper,22303.21,369674.78,0,98.06,3161876.07
Kalgoorlie Gold,2025-02-16,Coal,20613.15,353307.57,0,88.39,2922280.05
Greenbushes Lithium,2026-02-27,Copper,24431.32,139798.49,0,96.18,3463573.45
Kalgoorlie Gold,2025-07-20,Gold,40180.09,341669.58,0,91.06,5696241.25
Greenbushes Lithium,2025-05-28,Coal,26787.79,148384.26,0,97.85,3797644.91
Pilbara Iron,2025-05-04,Gold,40730.65,131479.07,0,91.3,5774292.91
Greenbushes Lithium,2025-01-01,Gold,30942.0,310924.36,0,95.42,4386577.95
Greenbushes Lithium,2025-09-04,Lithium,20393.12,261114.21,0,91.54,2891086.89
Hunter Coal,2025-12-09,Coal,41449.04,335524.11,0,88.19,5876137.45
Greenbushes Lithium,2025-05-08,Copper,15723.04,135688.87,0,87.79,2229020.12
Greenbushes Lithium,2025-07-10,Gold,15097.23,272393.23,0,90.96,2140300.44
Pilbara Iron,2025-03-08,Lithium,27702.63,169914.69,0,95.58,3927339.73
Hunter Coal,2025-01-04,Coal,16738.22,494840.03,0,93.47,2372939.91
Olympic Dam,2026-03-18,Coal,5408.92,324460.08,0,94.64,766810.46
Pilbara Iron,2026-02-13,Iron Ore,34173.39,374974.74,0,88.95,4844684.86
Pilbara Iron,2025-10-30,Iron Ore,27999.22,230167.31,0,91.74,3969386.63
Olympic Dam,2025-10-21,Gold,25048.3,137895.57,0,85.62,3551041.32
Greenbushes Lithium,2025-05-23,Iron Ore,48513.58,490348.35,0,96.45,6877661.44
Kalgoorlie Gold,2025-07-10,Gold,30703.96,214503.61,0,98.86,4352831.55
Hunter Coal,2025-01-21,Copper,43854.42,269523.27,0,90.7,6217142.78
Kalgoorlie Gold,2025-08-15,Gold,11275.26,359945.57,0,85.15,1598468.32
Olympic Dam,2025-11-09,Iron Ore,30614.29,109878.92,2,87.38,4340119.24
Pilbara Iron,2025-04-27,Copper,44059.08,424103.65,0,94.14,6246156.97
Pilbara Iron,2026-03-13,Iron Ore,31239.76,314631.28,0,93.57,4428790.72
Hunter Coal,2025-10-29,Gold,37310.64,211286.87,0,96.03,5289445.76
Pilbara Iron,2025-05-22,Lithium,21741.96,124643.19,0,88.55,3082308.91
Pilbara Iron,2026-02-05,Coal,9160.23,164999.37,0,95.69,1298625.26
Hunter Coal,2025-02-08,Iron Ore,25605.51,458013.54,0,94.63,3630035.73
Hunter Coal,2026-01-28,Gold,22751.57,374409.69,0,89.52,3225439.06
Olympic Dam,2025-12-21,Copper,44017.71,199960.69,0,92.64,6240292.03
Pilbara Iron,2025-09-09,Iron Ore,15979.79,126240.31,0,87.06,2265418.99
Pilbara Iron,2025-11-29,Iron Ore,48503.04,376246.12,0,91.34,6876167.21
Olympic Dam,2025-07-26,Coal,48116.22,328963.09,0,97.34,6821328.61
Greenbushes Lithium,2025-07-29,Gold,16143.42,261807.81,0,90.9,2288616.45
Greenbushes Lithium,2025-04-25,Lithium,20662.34,245444.58,0,96.75,2929253.61
Greenbushes Lithium,2025-08-13,Copper,45300.01,186725.71,0,93.26,6422080.83
Olympic Dam,2025-05-14,Gold,48498.0,367844.5,0,87.69,6875452.7
Pilbara Iron,2025-09-08,Copper,24954.76,488267.21,0,93.14,3537780.36
Olympic Dam,2025-08-07,Iron Ore,19444.87,170286.1,0,92.08,2756655.61
Olympic Dam,2026-02-11,Coal,28674.23,338846.65,0,90.58,4065081.28
Greenbushes Lithium,2026-03-19,Coal,35949.61,269674.02,0,86.67,5096495.59
Kalgoorlie Gold,2025-04-01,Lithium,17306.35,278675.49,0,90.83,2453482.43
Pilbara Iron,2025-12-20,Coal,38141.29,201658.91,0,86.02,5407205.15
Greenbushes Lithium,2026-01-11,Iron Ore,7324.58,430053.95,0,86.38,1038389.28
Kalgoorlie Gold,2025-02-15,Lithium,7218.25,294102.24,0,90.82,1023315.12
Kalgoorlie Gold,2025-02-07,Gold,22382.95,317362.34,0,89.28,3173180.63
Hunter Coal,2025-05-22,Coal,20906.29,221904.37,0,97.96,2963837.85
Pilbara Iron,2025-04-10,Lithium,19203.49,172723.39,0,90.26,2722435.71
Kalgoorlie Gold,2025-11-24,Iron Ore,27095.89,134364.16,0,95.61,3841323.56
Greenbushes Lithium,2025-07-09,Copper,19433.01,385647.66,0,92.42,2754974.25
Hunter Coal,2025-02-04,Copper,13651.61,178493.71,0,94.86,1935358.14
Pilbara Iron,2025-05-27,Iron Ore,18926.13,376030.14,0,88.64,2683115.01
Olympic Dam,2025-01-30,Iron Ore,48870.69,256150.58,0,98.19,6928288.13
Greenbushes Lithium,2025-11-30,Copper,23500.1,266309.92,0,92.42,3331556.48
Kalgoorlie Gold,2025-03-25,Lithium,25012.07,287671.0,0,96.64,3545905.07
Kalgoorlie Gold,2026-01-04,Copper,30944.52,247083.4,0,90.11,4386935.21
Greenbushes Lithium,2025-10-08,Iron Ore,49250.33,140247.99,0,86.4,6982108.84
Kalgoorlie Gold,2026-02-28,Coal,15872.06,223852.72,0,94.43,2250146.35
Hunter Coal,2025-12-10,Gold,35657.69,365493.74,0,85.11,5055110.75
Pilbara Iron,2025-09-27,Coal,37219.31,366313.76,0,91.65,5276498.11
Hunter Coal,2025-06-03,Coal,32329.6,214489.72,0,87.7,4583294.89
Kalgoorlie Gold,2025-04-12,Iron Ore,8986.03,284041.05,0,93.78,1273929.32
Olympic Dam,2025-08-03,Copper,35459.25,177378.89,0,98.71,5026978.35
Pilbara Iron,2025-05-30,Lithium,7884.26,184148.83,0,91.5,1117733.86
Pilbara Iron,2026-03-08,Coal,31826.42,109218.84,0,96.44,4511960.19
Greenbushes Lithium,2025-03-24,Copper,38281.15,458698.62,0,92.11,5427032.79
Greenbushes Lithium,2025-04-20,Lithium,14493.65,184282.67,0,91.94,2054732.26
Olympic Dam,2026-03-11,Coal,42872.99,191013.55,0,98.03,6078007.65
Pilbara Iron,2026-01-22,Lithium,6365.92,211840.57,0,97.46,902482.2
Olympic Dam,2026-03-02,Copper,42971.58,150963.23,0,96.0,6091984.53
Greenbushes Lithium,2025-10-02,Gold,25714.81,355705.15,0,89.15,3645530.95
Greenbushes Lithium,2025-07-20,Copper,14791.46,130057.18,0,92.63,2096952.11
Pilbara Iron,2025-10-11,Iron Ore,11020.02,153680.97,0,88.13,1562283.52
Hunter Coal,2025-06-22,Lithium,47898.82,357902.69,0,91.21,6790508.3
Kalgoorlie Gold,2025-11-23,Gold,8269.95,235864.25,0,91.78,1172412.27
Greenbushes Lithium,2025-07-25,Lithium,13959.2,383179.13,0,96.64,1978964.48
Greenbushes Lithium,2025-03-04,Lithium,20652.01,322969.9,1,97.54,2927789.14
Hunter Coal,2025-03-14,Coal,32910.57,202408.47,0,90.8,4665657.7
Hunter Coal,2025-09-08,Iron Ore,29516.05,360331.18,0,85.25,4184424.22
Olympic Dam,2025-05-04,Lithium,10653.96,146509.47,0,97.06,1510388.02
Olympic Dam,2026-01-10,Copper,18037.76,314564.15,0,87.44,2557172.78
Kalgoorlie Gold,2025-05-01,Copper,15743.83,274859.24,0,93.71,2231967.47
Kalgoorlie Gold,2025-10-02,Coal,14609.43,207149.43,0,85.35,2071146.13
Pilbara Iron,2026-03-07,Iron Ore,23501.5,341602.0,0,90.59,3331754.95
Olympic Dam,2026-02-02,Iron Ore,36681.42,448533.44,0,98.8,5200242.65
Greenbushes Lithium,2025-04-30,Copper,14785.38,499561.88,0,86.41,2096090.17
Olympic Dam,2026-02-26,Gold,21500.55,343105.11,0,90.93,3048084.76
Greenbushes Lithium,2026-03-13,Coal,22591.28,261882.35,0,89.3,3202715.1
Hunter Coal,2025-11-13,Coal,48940.54,190082.84,0,97.67,6938190.6
Olympic Dam,2025-06-13,Copper,47959.99,202838.44,0,97.17,6799180.23
Hunter Coal,2026-02-28,Copper,41006.19,291781.99,0,88.33,5813355.6
Kalgoorlie Gold,2025-10-13,Gold,15874.65,246911.08,0,86.14,2250513.53
Kalgoorlie Gold,2025-09-22,Gold,8061.68,465525.81,0,93.78,1142886.29
Pilbara Iron,2025-11-16,Iron Ore,19260.69,247318.19,0,89.71,2730544.83
Olympic Dam,2025-06-10,Coal,17005.75,249377.84,0,94.41,2410867.04
Hunter Coal,2026-01-11,Coal,27766.66,253413.8,1,85.45,3936417.12
Greenbushes Lithium,2025-11-04,Copper,39997.76,434648.08,0,86.87,5670392.74
Kalgoorlie Gold,2025-03-30,Iron Ore,43624.53,360315.33,0,94.61,6184551.79
Kalgoorlie Gold,2025-05-22,Coal,43018.88,345667.54,0,87.97,6098690.14
Greenbushes Lithium,2025-07-22,Iron Ore,21185.4,233657.21,0,97.01,3003406.65
Hunter Coal,2025-11-05,Iron Ore,35925.55,427161.67,0,85.82,5093084.66
Hunter Coal,2025-08-15,Copper,19077.54,115345.54,0,88.02,2704580.06
Olympic Dam,2026-03-19,Iron Ore,7740.75,448318.87,0,98.98,1097388.77
Olympic Dam,2025-11-30,Gold,36570.44,305099.96,0,91.06,5184509.27
Pilbara Iron,2025-08-10,Gold,5442.24,259300.09,0,94.84,771534.16
Kalgoorlie Gold,2025-02-10,Lithium,23413.22,298866.91,0,87.56,3319239.69
Olympic Dam,2025-07-15,Copper,19822.07,366966.21,1,93.54,2810130.41
Hunter Coal,2025-03-09,Lithium,36201.99,105106.17,0,95.17,5132274.94
Greenbushes Lithium,2025-09-21,Gold,39481.05,448620.74,0,89.4,5597139.92
Hunter Coal,2025-01-02,Lithium,18684.26,278695.81,0,96.6,2648825.64
Kalgoorlie Gold,2025-12-27,Copper,41523.22,237186.61,0,93.45,5886653.78
Hunter Coal,2025-05-05,Copper,18226.25,155298.23,0,90.45,2583894.59
Pilbara Iron,2025-04-20,Iron Ore,25084.69,275786.15,0,92.81,3556200.25
Kalgoorlie Gold,2025-03-27,Coal,37715.83,298529.11,0,93.07,5346888.64
Greenbushes Lithium,2026-03-01,Iron Ore,36181.41,261458.68,0,87.32,5129357.36
Pilbara Iron,2025-04-30,Copper,49431.58,371464.04,0,90.64,7007804.24
Kalgoorlie Gold,2025-05-07,Gold,15132.25,268358.61,0,89.81,2145265.15
Greenbushes Lithium,2025-09-12,Gold,34804.31,484567.03,0,90.61,4934128.98
Pilbara Iron,2025-07-02,Iron Ore,32435.69,339711.01,0,95.66,4598335.03
Pilbara Iron,2025-01-16,Copper,46179.43,422991.17,0,91.76,6546754.23
Kalgoorlie Gold,2025-03-03,Gold,12036.3,143742.36,0,98.16,1706359.26
Olympic Dam,2026-01-04,Copper,38830.92,258916.52,0,89.11,5504972.45
Pilbara Iron,2026-03-08,Gold,30572.09,234739.08,0,90.82,4334136.64
Pilbara Iron,2025-06-07,Copper,17359.96,327792.96,0,96.02,2461082.6
Greenbushes Lithium,2025-09-25,Lithium,26349.57,444445.41,0,92.64,3735519.45
Hunter Coal,2025-02-04,Copper,20019.95,131335.29,0,92.66,2838183.42
Kalgoorlie Gold,2025-09-24,Copper,31069.1,129029.92,0,85.75,4404596.63
Kalgoorlie Gold,2025-03-05,Iron Ore,45005.03,440127.08,0,90.58,6380262.18
Olympic Dam,2025-02-19,Lithium,30618.72,185140.03,1,88.79,4340747.27
Olympic Dam,2025-09-12,Coal,33427.51,367501.3,0,98.99,4738943.13
Kalgoorlie Gold,2025-05-29,Iron Ore,28343.65,317151.25,0,89.32,4018215.7
Olympic Dam,2025-11-21,Coal,7302.45,433157.44,0,97.38,1035251.96
Greenbushes Lithium,2025-10-31,Gold,15478.64,150035.56,0,94.47,2194372.08
Kalgoorlie Gold,2025-10-03,Coal,27140.08,151913.19,0,89.77,3847588.28
Olympic Dam,2025-12-23,Copper,18960.59,322727.34,0,92.61,2688000.32
Kalgoorlie Gold,2025-06-21,Coal,13179.36,478551.46,0,96.77,1868408.31
Hunter Coal,2026-02-21,Iron Ore,27685.98,265999.1,0,97.37,3924979.3
Pilbara Iron,2025-07-20,Iron Ore,19526.44,230776.84,0,87.25,2768219.61
Kalgoorlie Gold,2026-03-21,Coal,16614.84,342675.73,0,89.75,2355448.61
Pilbara Iron,2026-01-28,Iron Ore,25879.34,472179.44,0,89.69,3668856.0
Olympic Dam,2025-11-20,Iron Ore,10997.79,434771.13,0,85.59,1559132.03
Pilbara Iron,2025-02-04,Coal,46748.56,498193.44,0,93.38,6627438.51
Kalgoorlie Gold,2025-08-04,Lithium,44046.59,109027.43,0,96.97,6244386.29
Hunter Coal,2025-03-06,Lithium,36842.93,145143.26,0,90.34,5223139.56
Olympic Dam,2025-01-08,Gold,9779.62,343787.11,0,95.36,1386434.8
Kalgoorlie Gold,2025-10-28,Iron Ore,39914.48,428230.58,0,93.79,5658586.32
Olympic Dam,2025-12-09,Coal,41358.08,214097.74,0,90.26,5863242.25
Greenbushes Lithium,2026-03-07,Iron Ore,39549.41,195684.44,0,86.97,5606831.16
Pilbara Iron,2026-02-28,Copper,10128.46,414790.32,0,94.93,1435889.06
Greenbushes Lithium,2025-11-28,Iron Ore,33975.86,122552.74,0,96.96,4816681.48
Kalgoorlie Gold,2026-03-14,Iron Ore,42544.62,247753.06,0,94.6,6031455.37
Hunter Coal,2025-03-17,Lithium,30980.9,302323.69,0,85.25,4392092.72
Olympic Dam,2025-06-23,Coal,34088.33,324139.47,0,88.03,4832626.1
Pilbara Iron,2025-02-16,Iron Ore,25626.36,391446.06,0,85.97,3632991.59
Olympic Dam,2025-01-15,Lithium,28791.83,241938.29,0,92.99,4081753.17
Kalgoorlie Gold,2025-12-27,Gold,6546.96,345073.74,0,95.59,928147.84
Olympic Dam,2025-05-27,Lithium,33753.34,334150.17,0,86.55,4785135.32
Pilbara Iron,2025-01-26,Lithium,8665.12,319046.44,0,96.74,1228434.63
Kalgoorlie Gold,2025-11-04,Lithium,24575.66,356193.32,1,92.78,3484036.21
Olympic Dam,2025-04-03,Iron Ore,18169.48,203779.67,0,94.66,2575846.43
Hunter Coal,2026-02-10,Iron Ore,29544.26,133859.5,0,98.6,4188423.49
Kalgoorlie Gold,2025-08-20,Gold,11003.74,147708.67,0,86.17,1559975.54
Kalgoorlie Gold,2025-01-21,Copper,36123.95,189832.95,0,97.62,5121211.38
Hunter Coal,2025-11-03,Copper,40775.52,300079.17,0,86.77,5780654.03
Greenbushes Lithium,2025-02-07,Copper,12350.95,436177.1,0,90.5,1750966.48
Pilbara Iron,2025-10-03,Gold,9694.09,380517.34,0,96.92,1374309.4
Greenbushes Lithium,2025-06-06,Copper,11548.2,415616.24,0,97.69,1637162.42
Olympic Dam,2025-06-28,Copper,44470.74,240390.25,0,92.09,6304517.08
Hunter Coal,2025-05-12,Lithium,28768.52,261861.5,0,93.32,4078448.57
Greenbushes Lithium,2025-11-07,Iron Ore,26026.74,257472.75,0,94.91,3689752.56
Kalgoorlie Gold,2025-12-14,Iron Ore,9802.03,176749.27,0,96.66,1389611.81
Olympic Dam,2025-01-28,Lithium,34230.02,124486.66,0,86.7,4852713.17
Olympic Dam,2025-09-17,Lithium,44059.98,336366.44,0,96.34,6246284.56
Greenbushes Lithium,2026-02-10,Lithium,42268.36,495686.67,0,91.74,5992290.61
Greenbushes Lithium,2025-03-17,Iron Ore,33172.46,166731.88,0,91.31,4702785.26
Hunter Coal,2026-03-05,Copper,8387.54,118673.93,0,90.93,1189082.74
Pilbara Iron,2025-03-08,Lithium,10057.87,411812.67,0,92.13,1425881.67
Greenbushes Lithium,2025-12-08,Gold,7218.9,201034.4,0,98.23,1023407.26
Greenbushes Lithium,2025-07-13,Lithium,16586.56,431857.52,0,92.67,2351439.41
Kalgoorlie Gold,2025-06-11,Coal,11104.77,381574.67,1,98.34,1574298.34
Olympic Dam,2025-12-13,Lithium,16702.16,478269.41,0,87.52,2367827.77
Pilbara Iron,2026-03-15,Iron Ore,22327.61,263570.89,0,95.14,3165335.2
Kalgoorlie Gold,2025-12-27,Lithium,47434.23,364787.94,0,96.37,6724644.41
Hunter Coal,2025-09-14,Coal,32466.92,285941.91,0,94.51,4602762.44
Hunter Coal,2025-03-13,Gold,42573.82,352235.48,0,93.5,6035594.99
Greenbushes Lithium,2025-03-28,Copper,36965.82,279839.56,0,92.91,5240561.4
Greenbushes Lithium,2026-02-26,Lithium,10062.64,175452.9,0,97.05,1426557.91
Hunter Coal,2025-09-19,Coal,38116.42,303158.97,0,96.5,5403679.38
Greenbushes Lithium,2025-08-02,Coal,17379.45,311433.68,0,86.71,2463845.65
Pilbara Iron,2025-06-02,Gold,33759.85,424241.54,0,96.88,4786058.23
Greenbushes Lithium,2025-07-29,Iron Ore,20343.29,394208.28,0,90.8,2884022.6
Olympic Dam,2026-02-05,Lithium,49895.25,365516.65,0,88.55,7073537.7
Greenbushes Lithium,2025-03-02,Coal,16859.82,145354.84,0,97.18,2390178.87
Kalgoorlie Gold,2025-09-25,Gold,17560.87,388246.52,0,91.05,2489565.16
Pilbara Iron,2025-09-19,Copper,46880.25,300122.06,0,96.32,6646107.91
Kalgoorlie Gold,2025-08-06,Coal,6109.0,457639.81,0,88.69,866059.23
Kalgoorlie Gold,2025-10-10,Gold,36351.0,467948.37,0,85.06,5153399.75
Olympic Dam,2025-05-16,Iron Ore,37639.69,122062.64,0,91.94,5336094.44
Pilbara Iron,2026-01-15,Iron Ore,42637.04,428256.62,0,86.4,6044557.54
Pilbara Iron,2025-12-28,Coal,48849.77,115078.96,0,95.56,6925322.34
Pilbara Iron,2026-03-25,Coal,48902.09,246867.85,0,88.87,6932739.63
Pilbara Iron,2026-03-17,Lithium,7937.45,316919.99,0,91.21,1125274.49
Pilbara Iron,2025-04-03,Gold,41982.77,159240.32,0,86.22,5951803.15
Olympic Dam,2025-04-19,Coal,34083.95,398525.53,0,89.01,4832005.16
Greenbushes Lithium,2025-08-29,Lithium,34130.4,103341.88,0,95.94,4838590.27
Kalgoorlie Gold,2025-12-21,Lithium,10775.75,167439.62,0,87.12,1527653.91
Pilbara Iron,2026-02-28,Coal,34258.42,332318.73,0,94.06,4856739.38
Greenbushes Lithium,2025-05-22,Iron Ore,49211.72,385755.02,0,97.84,6976635.18
Greenbushes Lithium,2025-10-18,Gold,46031.84,466657.24,0,94.52,6525830.73
Kalgoorlie Gold,2026-03-08,Gold,24760.88,382198.66,0,96.35,3510294.43
Olympic Dam,2025-08-25,Iron Ore,6797.66,368711.71,0,86.53,963689.01
Hunter Coal,2025-12-06,Coal,21303.21,257736.46,0,88.51,3020108.31
Hunter Coal,2025-11-08,Gold,42187.56,100513.77,0,97.52,5980835.77
Greenbushes Lithium,2025-06-26,Coal,36567.46,148063.7,0,95.01,5184086.8
Kalgoorlie Gold,2025-05-21,Coal,25670.46,313821.82,0,93.95,3639243.55
Hunter Coal,2025-07-08,Lithium,7479.57,370051.95,0,94.29,1060361.87
Greenbushes Lithium,2025-02-18,Iron Ore,24210.26,266979.31,0,90.8,3432234.27
Olympic Dam,2025-10-29,Coal,26106.12,392271.6,0,85.62,3701006.09
Hunter Coal,2026-01-04,Copper,46785.0,308744.92,0,95.98,6632604.53
Greenbushes Lithium,2025-07-09,Iron Ore,33848.87,129670.48,0,94.5,4798678.39
Greenbushes Lithium,2025-05-16,Gold,19024.38,176806.5,0,91.62,2697043.69
Pilbara Iron,2025-02-12,Lithium,28639.32,435999.29,0,97.6,4060132.17
Olympic Dam,2026-02-08,Gold,7972.49,389965.1,0,89.71,1130242.03
Pilbara Iron,2026-01-15,Gold,48765.57,457904.79,0,89.12,6913385.5
Kalgoorlie Gold,2025-12-19,Iron Ore,21202.7,147022.9,0,97.22,3005859.23
Pilbara Iron,2025-03-31,Gold,26504.03,496089.01,0,96.16,3757416.9
Pilbara Iron,2025-10-22,Coal,20987.78,183762.69,0,92.21,2975390.5
Hunter Coal,2025-12-07,Gold,35713.03,104711.95,0,86.83,5062956.17
Greenbushes Lithium,2025-09-02,Lithium,34800.45,498969.18,0,88.01,4933581.75
Olympic Dam,2026-03-09,Lithium,37189.5,212429.55,0,94.19,5272272.02
Pilbara Iron,2025-07-11,Copper,17066.45,367207.78,0,90.39,2419472.34
Olympic Dam,2025-11-14,Lithium,19205.08,170672.93,0,96.71,2722661.12
Pilbara Iron,2025-04-16,Gold,10636.31,332091.41,0,98.3,1507885.82
Kalgoorlie Gold,2025-12-29,Lithium,34497.95,461613.99,0,96.28,4890697.01
Pilbara Iron,2025-11-06,Iron Ore,6790.87,228072.47,0,90.29,962726.41
Hunter Coal,2026-01-17,Lithium,31895.71,368101.59,0,96.04,4521783.28
Greenbushes Lithium,2025-08-21,Coal,44136.31,175161.44,0,89.92,6257105.69
Kalgoorlie Gold,2025-09-22,Iron Ore,45087.45,349918.16,0,87.34,6391946.67
Pilbara Iron,2025-12-10,Copper,25206.7,234580.14,0,85.47,3573497.33
Olympic Dam,2025-02-06,Coal,25668.67,184483.3,0,90.4,3638989.78
Kalgoorlie Gold,2025-11-01,Gold,8463.61,225272.82,0,97.65,1199867.01
Kalgoorlie Gold,2025-02-10,Gold,35184.43,171536.43,0,88.35,4988017.74
Pilbara Iron,2025-01-17,Gold,41956.67,460766.44,0,87.89,5948103.02
Kalgoorlie Gold,2025-12-10,Coal,16009.48,258874.75,0,98.58,2269628.08
